"thriveCatBroader","make","model","raw_n_xthrive","ave_year_xthrive","weighted_n_xthrive","co2_gpm","mpg_city","mpg_highway","weight_unladen"
"Rural","Acura","TSX",1,2009,986.76946,370.935652173913,20.5,29,3400
"Rural","Toyota","Tacoma",4,2011,983.87737,469.592940685046,17.461775,21.596,3762.5
"Rural","Mazda","CX-9",1,2011,974.61885,467.736842105263,16.66665,22.80475,4438
"Rural","Lincoln","MKS",1,2010,971.63818,461.890131578947,16.75,24,4228
"Rural","Lincoln","MKZ",1,2010,971.63818,445.46365914787,17.5,25.5,3570.5
"Rural","Kia","Sedona",2,2014,961.82591,NA,NA,NA,NA
"Rural","GMC","Terrain",2,2016,945.55353,389.25,20.18,28.55035,3929.5
"Rural","Mazda","CX-7",1,2011,943.42147,441.553747139588,18.07485,23.256925,3787
"Rural","Jeep","Liberty",5,2008,893.4122,494.486498108015,15.75,21.75,4168
"Rural","Pontiac","Grand Prix",4,2000,873.69436,NA,NA,NA,NA
"Rural","Honda","Other",4,2004,860.98325,NA,NA,NA,NA
"Rural","GMC","Envoy",2,2002,843.80063,555.4375,14,19,4732
"Rural","Buick","Regal",3,2014,817.50584,373,20.3124,30.4124,3681.5
"Rural","Chevrolet","C1500",5,1995,811.41051,NA,NA,NA,NA
"Rural","Kia","Niro",1,2018,790.37722,183,50.8864,46.2675,3199
"Rural","Ford","F-450",2,2000,788.72015,NA,NA,NA,NA
"Rural","Hyundai","Sonata",4,2012,782.66112,329.148148148148,23.5267,33.7116,3268.5
"Rural","Saturn","VUE",2,2005,723.39033,423.190476190476,19,25,3430
"Rural","Mercedes-Benz","E",4,2002,718.14818,NA,NA,NA,NA
"Rural","Chevrolet","Volt",3,2016,710.84986,51,42.6,41.8,3543
"Rural","Mazda","Tribute",2,2004,708.71886,NA,NA,NA,NA
"Rural","Kia","Rio",2,2010,704.66789,NA,NA,NA,NA
"Rural","Chevrolet","Avalanche",1,2004,657.2029,634.785714285714,13,17,5678
"Rural","Ford","Transit Van",1,2018,657.2029,NA,NA,NA,NA
"Rural","Buick","LaCrosse",2,2006,649.87699,433.770238095238,17,26.5,3502
"Rural","Chrysler","300C",2,2011,637.87459,NA,NA,NA,NA
"Rural","Volkswagen","GTI",1,2018,625.9816,321,24.54165,32.3026,3095
"Rural","Saturn","Outlook",1,2008,615.27022,480.729532163743,16,23,4722
"Rural","Hyundai","Elantra",3,2013,553.8055,284,28,38,2661
"Rural","Ford","Edge",6,2014,522.27319,429,18.13225,25.469575,4257
"Rural","Oldsmobile","Alero",1,2003,522.25611,355.48,21,30,3018.5
"Rural","Chevrolet","Corvette",3,1992,518.90707,NA,NA,NA,NA
"Rural","Lincoln","MKT",1,2013,518.32531,454,17.0401,23.904,4768
"Rural","Mercedes-Benz","C",1,2016,517.65801,NA,NA,NA,3671
"Rural","Ford","Freestyle",2,2005,514.33712,456.043421052632,17.5,23.5,4035.5
"Rural","Dodge","Durango",5,2012,492.54181,520.844462719298,14.789325,21.303075,4950
"Rural","Chevrolet","C2500",1,1998,489.01205,NA,NA,NA,4887
"Rural","Toyota","Scion xA",1,2005,489.01205,296.233333333333,27,34.5,2340
"Rural","Chevrolet","Cruze",3,2013,468.64352,304.5,25.23735,35.86225,3102
"Rural","Chevrolet","Colorado",1,2008,461.32517,508.243464052288,15.5,21,3699.5
"Rural","Chevrolet","Other",3,2011,454.80176,NA,NA,NA,NA
"Rural","Chevrolet","Blazer",1,2004,429.70031,564.694791666667,13.75,18.5,3838.5
"Rural","Lexus","RX",5,2012,429.10764,306.448275862069,31.1721,27.5468,4431.5
"Rural","Lexus","RX",5,2012,429.10764,423.190476190476,18.1983,24.6935,4431.5
"Rural","Lexus","SC",1,2007,427.03824,467.736842105263,16,23,3840
"Rural","Cadillac","Fleetwood Brougham",1,1985,422.01529,503.763305322129,16.5,23,NA
"Rural","GMC","Yukon",4,2007,415.98993,555.4375,14,19,5687
"Rural","Toyota","Matrix",2,2008,407.06329,317.798212005109,25.5,32,2679
"Rural","Land Rover","Range Rover Sport",1,2011,401.11237,613.62619047619,12.23845,17.63995,5598
"Rural","Plymouth","Breeze",1,1997,383.56037,357.769726247987,21,31.5,2909
"Rural","Saturn","S Series",2,2000,371.29679,329.148148148148,23,34,2396
"Rural","Audi","A6",5,2012,370.62902,317.392857142857,24.5044,32.5529,3863.5
"Rural","Audi","A4",2,2004,355.61606,386.391304347826,20,27,3494
"Rural","Chevrolet","Lumina",2,1994,349.74186,NA,NA,NA,NA
"Rural","Nissan","Altima",4,2010,345.25496,386.391304347826,20,27,3139.5
"Rural","GMC","Yukon XL",3,2005,339.03796,634.785714285714,13,17,5617
"Rural","Kia","Amanti",1,2005,313.9052,493.722222222222,15,23,4021
"Rural","Buick","Other",1,2009,307.50346,NA,NA,NA,NA
"Rural","Chrysler","LHS",1,1997,270.42747,467.736842105263,16,24,3527
"Rural","Chrysler","300M",1,2003,263.67727,NA,NA,NA,3503
"Rural","Chevrolet","Camaro",2,1992,261.53458,493.722222222222,15,24,3261
"Rural","Chevrolet","TrailBlazer",2,2006,238.35899,573.952083333333,14,19,4683.5
"Rural","Toyota","Yaris",1,2007,234.47878,282.198084677419,29,35.5,2289
"Rural","Hyundai","Genesis",1,2012,234.40706,444.35,16.978,25,4024
"Rural","Tesla","Model S",1,2013,227.31097,0,NA,NA,4647
"Rural","Ford","Other",3,2010,225.95496,NA,NA,NA,NA
"Rural","Chrysler","Pacifica",2,2018,220.66266,408.5,18.4977,27.9985,4330
"Rural","Dodge","Other",4,2014,214.09041,NA,NA,NA,NA
"Rural","Nissan","Sentra",3,2015,210.93922,286.5,27.93265,36.07225,2855
"Rural","Ford","Excursion",1,2002,207.22357,NA,NA,NA,7069
"Rural","Mazda","CX-5",3,2015,203.43554,321.75,25.227275,30.70835,3415
"Rural","Acura","MDX",3,2011,192.17349,493.722222222222,15.9536,20.7059,4550
"Rural","Nissan","Pathfinder",1,2018,190.91752,404,19.4394,26.3879,4433
"Rural","Mazda","Mazda6",2,2012,187.09018,370.291666666667,21.1786,29.6545,3329
"Rural","Chevrolet","Cavalier",1,2004,184.00029,342.314074074074,22,32,2712.5
"Rural","Saab","9-3",1,2009,175.45903,435.845693779904,17.5,26.5,NA
"Rural","Ford","Aerostar",1,1995,168.82586,508.243464052288,15,21,3646
"Rural","Honda","S2000",1,2000,168.82586,444.35,18,23,2809
"Rural","Volvo","S40",2,2010,166.90889,NA,NA,NA,NA
"Rural","Pontiac","Vibe",2,2005,166.51421,329.148148148148,25,31,2780
"Rural","Jeep","Patriot",1,2011,161.99288,374.63856884058,21.7278,26.69315,3214
"Rural","Isuzu","Trooper",1,2000,161.0181,592.466666666667,13.5,17,4455
"Rural","Lincoln","Town Car",2,1999,160.2228,NA,NA,NA,NA
"Rural","Chevrolet","Monte Carlo",2,1995,158.35372,NA,NA,NA,NA
"Rural","Audi","A3",1,2016,150.79911,328,23.4556,33.3421,3345.5
"Rural","Ford","Taurus",2,2002,142.51729,423.190476190476,18,25,3400
"Rural","Lexus","GS",2,2018,140.65812,283,29.3324,34.1708,3891
"Rural","Lexus","GS",2,2018,140.65812,388,19.8039,27.9986,3891
"Rural","Cadillac","Eldorado",2,1999,138.03836,493.722222222222,15,24,3859.5
"Rural","Nissan","Murano",2,2009,137.3523,444.35,18,23,3932
"Rural","GMC","Other",1,1993,136.76931,NA,NA,NA,NA
"Rural","Mercedes-Benz","GLA",1,2015,136.76931,NA,NA,NA,3428
"Rural","Toyota","Highlander",3,2014,129.95173,363.75,23.432825,26.433925,4398
"Rural","Kia","Spectra",2,2007,129.35515,341.807692307692,23,31,2701
"Rural","Ford","Econoline",2,2006,122.57481,NA,NA,NA,NA
"Rural","Lexus","GX",2,2010,122.12713,522.764705882353,15,20,5305
"Rural","Chevrolet","Caprice",1,1981,115.61848,NA,NA,NA,3363
"Rural","Chevrolet","Citation",1,1981,115.61848,NA,NA,NA,2404
"Rural","Lexus","ES",1,2012,115.61848,403.954545454545,19.0736,27.4208,3605
"Rural","Volvo","240",1,1990,115.61848,433.770238095238,18,24,2985
"Rural","Ford","Fiesta",1,2017,115.28924,289.5,27.18715,35.92005,2557.5
"Rural","BMW","X5",1,2016,111.54014,431,18.2424,24.34935,5040
"Rural","Buick","Encore",2,2014,110.76757,320,25,33,3249.5
"Rural","Mercury","Milan",1,2011,108.12011,356.04967948718,21.6093,30.1787,3413.5
"Rural","Volvo","XC90",2,2008,106.36341,NA,NA,NA,NA
"Rural","Ford","Crown Victoria",2,2009,106.31788,NA,NA,NA,NA
"Rural","Porsche","911",2,1992,106.0239,NA,NA,NA,NA
"Rural","Jeep","Wrangler Unlimited",2,2017,105.49806,503,15.8405,20.40205,4397
"Rural","Volkswagen","Passat",2,2008,104.52791,403.954545454545,19,28,3468
"Rural","Ford","Flex",2,2012,104.30283,NA,NA,NA,NA
"Rural","Mitsubishi","Mirage",2,2014,102.9889,235.5,34.70895,41.5724,1984.5
"Rural","Mazda","MX-5 Miata",2,2010,102.97322,NA,NA,NA,NA
"Rural","Toyota","Prius c",1,2012,100.56674,177.74,52.5351,46.2707,2500
"Rural","Saturn","Aura",1,2009,99.87183,393.078846153846,19.5,29.5,3588
"Rural","GMC","P3500",1,1997,91.88616,NA,NA,NA,NA
"Rural","Chrysler","PT Cruiser",1,2008,91.50291,413.572510822511,19.5,24.5,3152
"Rural","Ford","Econoline Wagon",1,2001,91.50291,NA,NA,NA,NA
"Rural","Chevrolet","Express",1,2007,91.21454,624.205952380952,12.75,16.5,5442.5
"Rural","Chevrolet","P30",1,1984,91.21454,NA,NA,NA,3283.5
"Rural","Dodge","Stratus",1,2006,86.08292,423.190476190476,19,25,3174
"Rural","Buick","Lucerne",1,2008,73.24837,493.722222222222,15,23,3792
"Rural","Acura","RL",1,1998,71.89144,467.736842105263,17,23,3667
"Rural","Chevrolet","Venture",1,1999,70.36053,493.722222222222,16,23,3745.5
"Rural","Mercury","Sable",1,2000,70.36053,444.35,17,26,3457.5
"Rural","Chevrolet","HHR",1,2008,69.01918,370.291666666667,21,29,3067
"Rural","Chevrolet","C3500",1,1996,66.94717,NA,NA,NA,NA
"Rural","Chevrolet","Silverado LD",2,2019,65.22723,513,15.12205,21.10855,5356
"Rural","Kia","Sorento",1,2011,63.03229,409.662598814229,19.7634,25.8327,3779.5
"Rural","Ford","Contour",1,1999,58.93077,404.790890269151,19,27,2921
"Rural","Subaru","Legacy",1,2006,55.36727,424.152272727273,18.5,25.5,3310
"Rural","Ford","Transit Wagon",1,2017,54.81747,NA,NA,NA,NA
"Rural","Ford","Five Hundred",1,2005,54.3587,450.753540100251,17.75,24.25,3729
"Rural","Ram","2500",1,2018,54.3587,NA,NA,NA,6879
"Rural","Chevrolet","K2500",1,1989,54.19469,634.785714285714,13,16,NA
"Rural","Pontiac","Fiero",1,1985,54.19469,411.608421052632,19,26.5,2525
"Rural","BMW","1 Series",1,2012,53.53101,413.572510822511,18.2541,27.3242,3505
"Rural","BMW","7 Series",1,2014,53.53101,460.5,16.5073,24.50795,4547.5
"Rural","Chevrolet","Captiva",1,2013,53.53101,456.5,17.1718,23.9267,3772
"Rural","Hyundai","Santa Fe",1,2015,53.53101,432,17.978,24.52405,4085
"Rural","Mercury","Villager",1,2002,53.53101,522.764705882353,15,21,4023.5
"Rural","Saab","900",1,1990,53.53101,423.190476190476,18,26,2861
"Rural","Subaru","XV Crosstrek",1,2015,53.53101,307.75,26.855925,32.345075,3175
"Rural","Honda","Ridgeline",1,2010,53.37647,522.764705882353,15,20,4528.5
"Rural","Pontiac","Aztek",1,2001,53.37647,456.043421052632,16.5,23.5,3779
"Rural","Pontiac","Firebird",1,1999,53.37647,444.35,17,26,3473.5
"Rural","Chevrolet","K1500",1,1998,53.2145,634.785714285714,12,17,NA
"Rural","Dodge",NA,1,2015,53.2145,NA,NA,NA,NA
"Rural","Lincoln","MKX",1,2007,53.2145,480.729532163743,16,22.5,4319.5
"Rural","Mercury","Mariner",1,2010,53.2145,395.172924901186,20.5,26.5,3458.5
"Rural","Toyota","Venza",1,2013,53.2145,400.5,19.583,25.9267,3907.5
"Rural","Acura","RDX",1,2013,53.14891,394,19.6944,27.25865,3785
"Rural","GMC","Canyon",1,2010,53.01195,474.882821637427,16.5,22,3694
"Rural","Lexus","LX",1,2004,53.01195,683.615384615385,12,16,5590
"Rural","Toyota","Land Cruiser",1,2002,53.01195,683.615384615385,12,15,5115
"Rural","BMW","5 Series",1,2011,52.79614,423.190476190476,18.1946,26.7006,4431
"Rural","Audi","Q5",1,2016,52.78687,395,19.6583,27.2277,4200
"Rural","Chevrolet","Malibu Maxx",1,2004,52.78687,403.954545454545,19,28,NA
"Rural","Jeep","Compass",1,2012,52.78687,374.63856884058,21.658225,26.4328,3203.5
"Rural","Subaru","Impreza",1,2018,52.78687,311.25,25.522325,33.5424,3112.5
"Rural","Volkswagen","Tiguan",1,2015,52.78687,393,20.5204,25.5684,3316
"Rural","Jeep","CJ7",1,1982,52.34915,NA,NA,NA,NA
"Rural","Toyota","Sequoia",1,2011,52.34915,592.466666666667,13.28635,18.25935,5952.5
"Rural","Chrysler","Other",1,2003,51.92018,NA,NA,NA,NA
"Rural","Dodge","Neon",1,2005,51.92018,355.48,22,29,2634
"Rural","Kia","Rondo",1,2007,51.90744,424.152272727273,18.5,25.5,3388
"Rural","Kia","Spectra5",1,2006,51.90744,NA,NA,NA,2701
"Rural","Buick","Verano",1,2017,51.8368,364,20.7463,30.9781,3300
"Rural","Dodge","Dakota",1,2011,51.8368,565.783884803922,13.99685,18.838275,4387
"Rural","Saturn","Astra",1,2008,51.8368,329.148148148148,24,31,2877
"Rural","Chevrolet","Astro",1,1999,51.80856,555.4375,14,18.5,4036.5
"Rural","Volvo","S80",1,2007,51.80856,474.233187134503,15.75,24.25,3663
"Rural","Chevrolet","Caprice Classic",1,1994,51.79807,NA,NA,NA,NA
"Rural","Volkswagen","Golf SportWagen",1,2016,51.64398,311.5,24.9253,34.3557,3025.5
"Rural","Infiniti","G37x",1,2010,51.61965,444.35,18,25,NA
"Rural","Toyota","Scion xB",1,2010,51.61962,370.291666666667,22,28,NA
"Rural","Pontiac","Solstice",1,2007,51.51983,423.190476190476,19,26,2860
"Rural","Toyota","Camry Solara",1,2007,51.51596,355.48,21,31,3440
"Rural","Saturn","Ion",1,2005,51.49445,370.291666666667,21,29,2793
"Rural","Acura","TL",1,2010,51.48661,433.770238095238,17.5,25.5,3841.5
"Rural","Fiat","500",1,2012,51.48661,292.083512931034,28.2655,34.9807,2396.5
"Rural","Mazda","Protege",1,2001,51.48661,356.04967948718,22.5,29,2634
"Rural","Nissan","Armada",1,2018,51.48661,571,13.702,18.6737,5822
"Rural","Honda","Accord Hybrid",1,2015,51.30275,188,48.5199,44.6276,NA
"Rural","Pontiac","Grand Am",1,2005,51.30275,389.335238095238,20,29,3078.5
"Rural","Jaguar","XJS",1,1991,49.07929,659.200549450549,11.5,16.5,4015
"Rural","Mercedes-Benz","G",1,2004,49.07929,NA,NA,NA,5481.5
"Rural","Porsche","Macan",1,2017,48.87369,399,20.2297,25.4121,4145
"Rural","BMW","X3",1,2007,48.77552,456.043421052632,16.5,24,4012
"Rural","Buick","Rainier",1,2007,48.77552,547.269301470588,13.75,19.75,4508.5
"Rural","Acura","NSX",1,2004,48.57364,493.722222222222,16,22,3153
"Rural","Lexus","Ot",1,2019,35.36885,NA,NA,NA,NA
"Rural","Toyota","FJ Cruiser",1,2010,0,487.990153078775,16.5,21,4295
NA,"Honda","Civic",9,2006,4198.09146,306.448275862069,26,34,2728
NA,"Chevrolet","Silverado",13,2010,3983.20052,493.722222222222,15,22,5719
NA,"Ford","F-150",12,2014,3677.09904,517,15.0944,20.6629,5459.5
NA,"Chevrolet","Malibu",9,2012,3231.06454,341.807692307692,21.824,32.4136,3436
NA,"Chevrolet","Impala",6,2012,2895.06613,403.954545454545,17.821,29.1471,3555
NA,"Chevrolet","Equinox",8,2015,2880.22845,364,21.3337,29.8192,3803
NA,"Chevrolet","Traverse",7,2014,2488.90585,470.5,16.3669,23.31,4758.5
NA,"Ford","Fusion",4,2012,2178.17192,378.341485507246,20.5973,28.3802,3359
NA,"Ford","Escape",10,2012,2089.09405,378.66347826087,20.94805,26.63775,3477
NA,"Dodge","Caliber",2,2008,1900.33558,370.291666666667,23,27,3156
NA,"Audi","A4",2,2004,1664.23102,386.391304347826,20,27,3494
NA,"Ram","1500",4,2015,1651.00439,451,16.9657,24.5951,5081
NA,"Hyundai","Elantra",4,2013,1629.9529,284,28,38,2661
NA,"Toyota","Corolla",4,2010,1535.36394,330.964137931034,24,32,2723
NA,"Toyota","Camry",5,2010,1500.46964,341.807692307692,22,32,3461
NA,"Chevrolet","Tahoe",3,2013,1477.49818,471.5,17.28195,22.00085,5567
NA,"GMC","Sierra",4,2006,1436.99154,555.4375,14,18,5594
NA,"Ford","Edge",5,2014,1410.63108,429,18.13225,25.469575,4257
NA,"Toyota","RAV4",9,2014,1392.46261,338,23.4563,30.2863,3550
NA,"Dodge","Durango",3,2015,1330.84768,491.5,15.599175,23.164875,5042
NA,"Oldsmobile","Alero",2,2000,1318.43264,386.391304347826,19,28,2990
NA,"Ford","Explorer",3,2013,1256.33638,460.5,16.8534,23.37495,4731
NA,"Dodge","Grand Caravan",5,2014,1234.13621,445,17.1523,24.89,4402
NA,"Honda","Accord",7,2011,1227.35396,341.807692307692,22.4814,32.4423,3309
NA,"Chevrolet","Camaro",3,1997,1205.46308,469.036111111111,16,25,3439.5
NA,"Kia","Optima",2,2010,1127.99048,NA,NA,NA,NA
NA,"Ford","Mustang",3,2001,1095.2372,493.722222222222,16,23,3310
NA,"Chrysler","Town & Country",4,2012,1008.91874,444.35,17.1523,24.89,4652
NA,"Pontiac","Bonneville",1,2003,997.67283,445.46365914787,16.5,26,3678
NA,"Mazda","CX-5",2,2016,973.43662,324,24.967925,31.277825,3415
NA,"Chevrolet","Cavalier",1,1999,962.53124,386.391304347826,20,28,2644
NA,"Chevrolet","Sonic",1,2013,962.53124,297.5,26.5124,35.2689,2745
NA,"Saturn","VUE",2,2005,954.62598,423.190476190476,19,25,3430
NA,"Jeep","Cherokee",1,2019,943.82518,415,18.989025,25.3277,3917.5
NA,"Honda","Pilot",4,2013,940.23097,440,17.5275,24.67325,4451.5
NA,"Ford","Focus",3,2009,938.77337,323.270502645503,24,34,2623
NA,"Dodge","Journey",1,2013,937.80434,450.5,17.036625,24.626275,4153
NA,"Honda","CR-V",4,2014,912.54316,351,22.4504,29.7534,3426
NA,"Chevrolet","Suburban",1,1999,892.76632,634.785714285714,12,17,5273
NA,"Ford","Crown Victoria",1,1995,892.76632,493.722222222222,15,23,3770.5
NA,"Jeep","Wrangler Unlimited",1,2010,892.76632,NA,NA,NA,4269
NA,"Honda","Odyssey",6,2012,890.83321,413.572510822511,18.4473,27.19545,4447.5
NA,"Toyota","4Runner",4,2005,874.69414,531.840482026144,15,18.75,4080
NA,"Kia","Soul",3,2014,864.66689,338,23.5971,29.5912,2879
NA,"Mazda","Mazda3",3,2011,821.40408,342.314074074074,22.8508,30.3297,3038
NA,"Jeep","Grand Cherokee",3,2009,820.32497,592.466666666667,14,19,4495
NA,"Buick","Park Avenue",1,2005,748.55407,433.770238095238,17.5,26.5,3831
NA,"Subaru","Forester",1,2003,748.55407,423.190476190476,19,24.5,3092.5
NA,"Buick","Regal",1,2011,686.54086,386.391304347826,19.2932,29.7178,3600
NA,"Toyota","Prius c",1,2013,675.81863,179,52.5341,46.2697,2500
NA,"Toyota","Sienna",3,2010,569.35768,480.729532163743,16.5,22,4412.5
NA,"Nissan","Altima",3,2012,561.18101,372.881118881119,21.5301,29.1113,3188.5
NA,"Volkswagen","Jetta",2,2009,546.15442,316.5,28.75,37.77,3229
NA,"Jeep","Patriot",1,2010,545.81046,379.717272727273,22,25.75,3209.5
NA,"Chevrolet","S10",1,1998,524.2796,480.729532163743,15.5,21,NA
NA,"Hyundai","Veracruz",1,2012,496.40436,480.729532163743,16.25405,21.6292,4348.5
NA,"Chevrolet","Corsica",1,2014,488.61102,NA,NA,NA,NA
NA,"Chrysler","Other",1,2007,488.61102,NA,NA,NA,NA
NA,"Chrysler","300",1,2008,488.59539,469.036111111111,16,23,3802
NA,"GMC","Terrain",1,2014,488.59539,403.75,18.961675,26.6596,4040
NA,"Chevrolet","Colorado",1,2005,476.05888,487.225877192982,16.25,22.25,3557
NA,"Chevrolet","Uplander",1,2007,476.05888,467.736842105263,16,23,4470
NA,"Dodge","Caravan",1,2001,476.05888,500.982843137255,15.5,21.5,3887
NA,"Dodge","W150 Pickup",1,1985,476.05888,807.909090909091,10,13,NA
NA,"Honda","Other",1,2007,476.05888,NA,NA,NA,NA
NA,"Nissan","Pathfinder",4,2014,460.91091,369,22.2712,26.58925,4206
NA,"Toyota","Highlander",2,2016,460.11738,365.75,23.3406,26.237075,4431
NA,"Toyota","Prius",1,2007,458.71237,193.195652173913,48,45,2932
NA,"Toyota","Sequoia",1,2007,458.71237,592.466666666667,13.5,17,5220
NA,"Oldsmobile","Bravada",1,2003,450.63716,573.952083333333,13.5,19.5,4628
NA,"Buick","Enclave",1,2012,445.99823,480.729532163743,16.3293,22.78735,4780
NA,"Chevrolet","Other",1,2012,407.5764,NA,NA,NA,NA
NA,"Jeep","Wrangler",2,2014,403.17084,492,16.234925,20.8397,3967
NA,"Hyundai","Santa Fe",2,2009,363.02082,456.043421052632,17,23.5,3907.5
NA,"Subaru","Outback",3,2014,338.14757,368,21.7375,28.0955,3429
NA,"Kia","Sorento",2,2016,318.76318,418,19.1743,25.4128,3968
NA,"Buick","LeSabre",2,2000,318.51375,444.35,17,27,3579
NA,"Dodge","Challenger",2,2014,259.58212,NA,NA,NA,NA
NA,"Audi","A5",1,2013,258.42156,374,20.4059,29.8271,3682
NA,"Ram","2500",2,2016,258.38673,NA,NA,NA,6802
NA,"Volkswagen","Beetle",1,2016,246.21902,328,24.06395,31.8579,2981
NA,"Volkswagen","Tiguan",1,2014,246.21902,405,19.3346,25.91505,3316
NA,"Lexus","RX",1,2002,246.12723,493.722222222222,17,21,3819.5
NA,"Subaru","Legacy",1,2016,246.12723,344.5,22.81315,31.71545,3476.5
NA,"Toyota","Avalon",1,2011,246.12723,386.391304347826,19.5853,28.5101,3572
NA,"Kia","Sportage",2,2014,245.65733,398.25,19.770875,25.961125,3429.5
NA,"Mazda","Mazda6",2,2008,242.80304,407.320833333333,19.5,26.5,3256
NA,"Hyundai","Sonata Hybrid",1,2014,240.99461,242,35.386,38.37,NA
NA,"Ford","F-350",4,2013,237.45117,NA,NA,NA,NA
NA,"GMC","Yukon",1,1995,219.79274,740.583333333333,11,14.5,NA
NA,"Nissan","Sentra",1,2002,217.31221,386.391304347826,21,27,2509
NA,"Mazda","Mazda5",1,2012,216.23173,370.291666666667,21.3468,28.02965,3437
NA,"Toyota","Tundra",1,2005,216.23173,573.952083333333,13.5,18,4735
NA,"Chevrolet","Avalanche",1,2005,207.0439,613.62619047619,13,17.5,5678
NA,"Chrysler","Pacifica",2,2011,186.15943,NA,NA,NA,NA
NA,"GMC","Acadia",1,2012,185.83152,467.736842105263,16.3293,23.1108,4857
NA,"BMW","3 Series",1,2009,176.82819,444.35,17,26,3638
NA,"Chevrolet","Cruze",1,2018,164.80442,275,29.85205,43.6303,2892
NA,"Ford","F-250",1,2003,157.33547,NA,NA,NA,5863.5
NA,"Lincoln","Navigator",1,2008,156.49699,634.785714285714,12,18,6070
NA,"Volkswagen","Atlas",1,2018,156.49699,406.5,19.63975,25.5079,4403
NA,"Dodge","Dakota",1,1999,151.37405,614.948660714286,12.75,17.25,3735
NA,"Nissan","Murano CrossCabriolet",1,2011,151.37405,467.736842105263,16.8538,21.9805,NA
NA,"Nissan","Rogue",1,2014,136.82571,344,23.69985,29.31935,3427.5
NA,"Saturn","Ion",1,2006,132.58058,370.291666666667,21,29,2812
NA,"Buick","LaCrosse",1,2015,111.39336,420.5,17.9124,27.78015,4003.5
NA,"Chevrolet","TrailBlazer EXT",1,2003,98.72101,NA,NA,NA,NA
NA,"Chrysler","Sebring",1,2005,98.72101,423.190476190476,18,26,3274.5
NA,"GMC","Canyon",1,2016,98.72101,447,18.5595,24.431,4135
NA,"Ford","Five Hundred",1,2005,98.15286,450.753540100251,17.75,24.25,3729
NA,"Honda","Ridgeline",1,2008,97.76266,522.764705882353,15,20,4506.5
NA,"Dodge","Avenger",1,2009,89.13622,403.954545454545,19,27,3405
NA,"Kia","Forte",1,2014,81.73855,316,24.2273,34.75705,2912
NA,"Mercury","Monterey",1,2004,81.73855,522.764705882353,15,21,4434
NA,"Hyundai","Sonata",1,2016,78.85371,307,25.178,36.4251,3528.5
NA,"Acura","RL",1,2005,53.05394,467.736842105263,16,24,3984
NA,"Chrysler","200",1,2016,53.05394,326,22.962,36,3795
NA,"Cadillac","DTS",1,2010,52.5572,493.722222222222,15,22.5,4009
NA,"MINI","Cooper",1,2018,51.8368,327,24.07085,32.276375,3267
NA,"Nissan","350Z",1,2004,51.30275,NA,NA,NA,3182
NA,"Toyota","Venza",1,2015,51.30275,402.5,19.583,25.9267,3907.5
NA,"BMW","X5",1,2014,51.23432,414,18.5782,26.7084,4860
NA,"Buick","Encore",1,2013,51.23432,320,25,33,3249.5
NA,"Cadillac","SRX",1,2013,51.23432,472,16.2549,23.18495,4359.5
NA,"Kia","Rio",1,2011,51.23432,296.233333333333,27.32605,34.00655,2401.5
NA,"Lexus","GS",1,2013,51.23432,393,19.4325,28.2234,3980
NA,"Toyota","Camry Solara",1,2008,51.23432,355.48,21,31,3440
NA,"Volkswagen","GTI",1,2015,51.23432,315,24.77645,33.45375,3020
NA,"Jeep","Liberty",1,2008,51.08282,494.486498108015,15.75,21.75,4168
NA,"Jeep","Other",1,2015,51.08282,NA,NA,NA,NA
NA,"Hyundai","Tucson",1,2017,49.91814,335.5,24.47105,30.081175,3532
NA,"Nissan","Maxima",1,2003,49.91814,433.770238095238,18,25,3121
NA,"Acura","RDX",1,2016,0,394,19.32905,27.7409,3902
