"thriveCatBroader","make","model","raw_n_xthrive","ave_year_xthrive","weighted_n_xthrive","co2_gpm","mpg_city","mpg_highway","weight_unladen"
"Urban","Ford","Econoline Wagon",2,2001,98.69342,NA,NA,NA,NA
"Urban","Alfa Romeo","Giulia",2,2018,98.67158,390.5,20.3117,28.51435,3632
"Urban","Ford","Thunderbird",2,1993,98.17489,NA,NA,NA,NA
"Urban","Lexus","CT",2,2015,98.12552,NA,NA,NA,NA
"Urban","Saab","900",2,1990,98.11239,423.190476190476,18,26,2861
"Urban","Hyundai","Other",2,2016,97.92079,NA,NA,NA,NA
"Urban","BMW","Z3",2,1999,97.62883,NA,NA,NA,NA
"Urban","Volkswagen","EuroVan",2,2002,97.62883,NA,NA,NA,NA
"Urban","Saab","9-2X",2,2005,97.61317,NA,NA,NA,NA
"Urban","GMC","Jimmy",2,2000,97.17868,541.097773692811,14.25,18.75,3737
"Urban","Chevrolet","Classic",2,2004,97.13214,355.48,21,31,3106
"Urban","Infiniti","Other",1,2016,90.93763,NA,NA,NA,NA
"Urban","Mitsubishi","Eclipse Spyder",1,2008,89.35486,435.845693779904,17.5,25.5,NA
"Urban","Acura","ILX",1,2016,88.46396,309,25.1342,34.8146,3103
"Urban","Porsche","Cayman",2,2006,84.70818,423.190476190476,18,25.5,2965
"Urban","Volkswagen","Touareg",2,2016,84.39231,448,18.94185,25.437,4751
"Urban","Nissan","Armada",2,2008,84.37196,NA,NA,NA,NA
"Urban","Chevrolet","Captiva",2,2012,84.22551,460.393147724383,17.3352,24.0324,4575
"Urban","Dodge","Neon",2,2001,84.15411,NA,NA,NA,NA
"Urban","Dodge","Avenger",2,2012,83.8382,NA,NA,NA,NA
"Urban","Volvo","240",2,1990,83.78334,433.770238095238,18,24,2985
"Urban","Chevrolet","Venture",2,2004,83.25558,469.036111111111,16.5,23,3838
"Urban","Chevrolet","Trax",2,2017,83.11448,313,25.4114,32.7237,3208
"Urban","Mitsubishi","Lancer",2,2006,83.06794,370.935652173913,21,28,3070.5
"Urban","Suzuki","Kizashi",2,2012,82.98169,362.885833333333,21.6497,29.33425,3329
"Urban","Volvo","850 Series",2,1996,82.96809,NA,NA,NA,NA
"Urban","Suzuki","SX4 Crossover",2,2010,82.93515,NA,NA,NA,NA
"Urban","Chrysler","LHS",1,1997,79.95034,467.736842105263,16,24,3527
"Urban","Audi","RS7",1,2016,78.19467,NA,NA,NA,4440
"Urban","Oldsmobile","Toronado",1,1992,77.45666,467.736842105263,16,24,3354
"Urban","GMC","Envoy XL",1,2002,75.18917,573.952083333333,14,19,NA
"Urban","Ford","Ecosport",1,2018,73.43668,NA,NA,NA,3190
"Urban","Chevrolet","K1500",1,1998,69.3154,634.785714285714,12,17,NA
"Urban","Cadillac","Eldorado",1,1996,63.65799,493.722222222222,15,24,3796
"Urban","Toyota","Land Cruiser",1,1997,55.90552,683.615384615385,12,14,4751
"Urban","Kia","Forte5",1,2017,55.1792,NA,NA,NA,NA
"Urban","Chrysler","Lebaron",1,1990,53.47966,NA,NA,NA,2891.5
"Urban","Plymouth","Sundance",1,1991,52.79231,403.954545454545,20,25.5,2551
"Urban","Ford","E-350",1,2003,52.3888,NA,NA,NA,NA
"Urban","Volvo","C70",1,2002,52.35612,428.480357142857,18,25.25,3668
"Urban","Chevrolet","Lumina",1,1995,51.80869,469.036111111111,16.5,24,3372
"Urban","Hyundai","Tiburon",1,2005,51.0293,444.35,17,24,2977.5
"Urban","Hyundai","Kona",1,2018,50.68337,313.25,26.606,31.3729,3073.5
"Urban","Cadillac","ATS",1,2016,50.51046,363.5,21.13905,29.9308,3542
"Urban","GEM","Other",1,2013,50.40855,NA,NA,NA,NA
"Urban","BMW","2 Series",1,2017,50.39701,325,23.435,33.2185,3581.5
"Urban","Cadillac","Seville",1,1995,50.38944,493.722222222222,15,23,3769.5
"Urban","Chevrolet","C1500",1,1998,50.38944,592.466666666667,13.5,18,4387
"Urban","Chevrolet","Camaro",1,2017,50.38944,442,16.51705,27.25565,3685
"Urban","Chevrolet","Metro",1,1998,50.38944,253.914285714286,33,39,1895
"Urban","Oldsmobile","Bravada",1,2002,50.38944,555.4375,14,19.5,4535
"Urban","Plymouth","Voyager",1,2000,50.38944,467.736842105263,16,23,3602
"Urban","Volkswagen","Cabrio",1,1999,50.38944,387.123106060606,20,27,2685
"Urban","Infiniti","G35x",1,2007,50.21494,467.736842105263,17,23,NA
"Urban","Subaru","WRX",1,2016,50.21494,420,18.3436,24.0433,3322
"Urban","Mitsubishi","Other",1,2016,50.00143,NA,NA,NA,NA
"Urban","Acura","CL",1,1999,49.69443,403.954545454545,20,27,3188.5
"Urban","Mazda","Protege5",1,2002,49.60882,NA,NA,NA,NA
"Urban","Nissan","Pickup",1,1997,49.60882,NA,NA,NA,NA
"Urban","Pontiac","Montana",1,2002,49.60882,469.036111111111,16.5,23,3872.5
"Urban","Chevrolet","Silverado LD",1,2019,49.57392,513,15.12205,21.10855,5356
"Urban","Honda","Accord Crosstour",1,2011,49.57392,423.190476190476,17.8502,26.41235,3887
"Urban","Land Rover","Discovery Sport",1,2016,49.57392,401,19.8039,25.9337,3854
"Urban","Dodge","Spirit",1,1992,49.54632,444.35,18,25,2708
"Urban","Toyota","Supra",1,1989,49.5281,493.722222222222,16,21,3494.5
"Urban","BMW","Other",1,1985,49.46912,NA,NA,NA,NA
"Urban","Honda","S2000",1,2001,49.37333,444.35,18,24,2809
"Urban","Audi","A5",1,2013,49.06276,374,20.4059,29.8271,3682
"Urban","Cadillac","Brougham",1,1989,49.06276,493.722222222222,15,22,4076
"Urban","Dodge","Nitro",1,2008,49.06276,508.243464052288,15.5,21.5,4105
"Urban","Fiat","500e",1,2017,49.06276,0,NA,NA,NA
"Urban","Genesis","Other",1,2016,49.06276,NA,NA,NA,NA
"Urban","GMC","Sonoma",1,2002,49.06276,539.101102941176,14.5,20,3761
"Urban","Honda","CR-Z",1,2011,49.06276,254.121732026144,32.81945,37.2502,2670
"Urban","Honda","Crosstour",1,2014,49.06276,388.25,19.779125,28.6005,3829
"Urban","Hyundai","Santa Fe Sport",1,2018,49.06276,402,19.803575,26.33865,3766.5
"Urban","Infiniti","Q50",1,2017,49.06276,367.5,21.24285,29.58705,3818
"Urban","Lotus","Elise/Exige",1,2006,49.06276,403.954545454545,19,27,NA
"Urban","Nissan","NV2500HD",1,2014,49.06276,NA,NA,NA,NA
"Urban","Volkswagen","Eos",1,2007,49.06276,386.391304347826,20,29,3568
"Urban","Volvo","C30",1,2008,49.06276,386.391304347826,19.5,28,2970
"Urban","Infiniti","Q60",1,2018,49.0471,379,20.8507,29.0291,3900.5
"Urban","Toyota","Paseo",1,1996,49.0471,323.270502645503,25,31.5,2025
"Urban","Chevrolet","Tracker",1,2000,48.87369,418.381493506493,20,23,2855
"Urban","Mercedes-Benz","CLK",1,2008,48.87369,NA,NA,NA,3897.5
"Urban","Mercury","Villager",1,2001,48.87369,522.764705882353,15,21,4002
"Urban","Mitsubishi","Eclipse",1,1999,48.84647,413.572510822511,18.5,27,2929
"Urban","Cadillac","Allante",1,1988,48.75371,522.764705882353,15,22,3489
"Urban","Cadillac","CTS-V",1,2017,48.75371,530,14.2845,21.2439,4141
"Urban","Eagle","Vision",1,1997,48.75371,467.736842105263,16,24,3435
"Urban","GMC","G1500 Vandura",1,1992,48.75371,NA,NA,NA,NA
"Urban","Honda","Prelude",1,2001,48.75371,413.572510822511,19.5,24.5,3009
"Urban","Hyundai","Ioniq",1,2018,48.75371,163,54.7251,54.4521,3073
"Urban","Hyundai","Veloster",1,2015,48.75371,311,25.0329,33.3567,2692
"Urban","Lincoln","Continental",1,2002,48.75371,493.722222222222,15,23,3895
"Urban","Nissan","cube",1,2010,48.75371,NA,NA,NA,2762
"Urban","Subaru","Ascent",1,2019,48.75371,387,20.5379,26.6602,4499
"Urban","Toyota","Corolla iM",1,2018,48.75371,290,27.4656,35.23935,2998
"Urban","Suzuki","Aerio",1,2005,48.63104,370.291666666667,22,28,2698
"Urban","Lincoln","MKT",1,2010,48.61641,480.729532163743,16.5,22.5,4319.5
"Urban","Chrysler","300",1,2012,48.61261,423.190476190476,17.7469,26.5175,3983.5
"Urban","Hyundai","Santa Fe XL",1,2017,48.61261,NA,NA,NA,NA
"Urban","Lexus","LS",1,2005,48.61261,493.722222222222,16,23,3990
"Urban","Ram","ProMaster 2500",1,2016,48.57364,NA,NA,NA,2632
"Urban","Audi","S4",1,2013,48.56607,426,17.5804,26.7905,3808.5
"Urban","Chevrolet","El Camino",1,1985,48.56607,522.764705882353,15,20,3367
"Urban","Dodge","Lancer",1,1985,48.56607,423.190476190476,19,25,NA
"Urban","Ford","Explorer Sport Trac",1,2002,48.56607,556.526593137255,14,18.75,4230
"Urban","Honda","Civic del SOL",1,1996,48.56607,NA,NA,NA,NA
"Urban","Jaguar","Other",1,2006,48.56607,NA,NA,NA,NA
"Urban","Jaguar","XE",1,2017,48.56607,368,20.6019,30.4124,3582.5
"Urban","Mazda","Truck",1,2003,48.56607,NA,NA,NA,NA
"Urban","Mercedes-Benz","SL",1,1994,48.56607,NA,NA,NA,4045
"Urban","Pontiac","Firebird",1,2002,48.56607,433.770238095238,17,26.5,3493.5
"Urban","Toyota","Echo",1,2001,48.56607,286.976041666667,28,36,2025
"Urban","Toyota","Tercel",1,1993,48.56607,329.148148148148,24,31,1975
"Urban","Volvo","V50",1,2007,48.56607,418.862391774892,18.25,26.5,3368
"Urban","Delorean","DMC-12",1,1981,48.55201,NA,NA,NA,NA
"Urban","Fisker","Karma",1,2012,48.55201,169,19.7,21.4,NA
"Urban","Ford","Escape Hybrid",1,2010,48.55201,292.083512931034,32,29,NA
"Urban","Jeep","Commander",1,2008,48.55201,613.62619047619,13.5,18.5,4936
"Urban","Tesla","Model X",1,2016,48.55201,0,NA,NA,5441
"Urban","Volvo","V60 Cross Country",1,2017,48.55201,NA,NA,NA,3920
"Urban","Mazda","MazdaSpeed6",1,2006,35.7639,NA,NA,NA,NA
"Urban","Honda",NA,1,2008,35.59309,NA,NA,NA,NA
"Urban","Chevrolet","Aveo5",1,2009,35.10701,NA,NA,NA,NA
"Urban","Jaguar","F-Type",1,2014,35.10701,405,19.2932,26.8407,3558
"Urban","Mercury","Other",1,2008,35.10701,NA,NA,NA,NA
"Urban","Chrysler","Voyager",1,2002,35.00814,508.243464052288,15.5,21.5,3766
"Urban","Mazda","MPV",1,2001,34.93574,493.722222222222,16,21,3657
"Urban","Isuzu","Ascender",1,2004,34.90284,564.694791666667,13.75,18.5,4240
"Urban","Chevrolet","Captiva Sport",1,2014,34.73227,NA,NA,NA,NA
"Urban","Aston Martin","Vanquish",1,2018,34.72058,555,13.466,20.7097,3834
"Urban","Ford","Transit Van",1,2015,34.72058,NA,NA,NA,NA
"Urban","Infiniti","QX50",1,2015,34.72058,450,17,24.759,3748
"Urban","Toyota","Scion tC",1,2007,34.70949,378.341485507246,20.5,28,2905
"Urban","Lexus","SC",1,2002,34.50187,493.722222222222,16,21,3840
"Urban","Nissan","NV200",1,2014,34.50187,363,23.5267,25.2844,3186
"Urban","Plymouth","Grand Voyager",1,1997,34.50187,467.736842105263,16.5,22.5,3687
"Urban","Toyota","Avalon Hybrid",1,2016,34.50187,223,40.3222,38.8285,NA
"Urban","Toyota","Previa",1,1992,34.50187,508.243464052288,15.5,20,3562.5
"Urban","Toyota","Sequoia",1,2003,34.50187,634.785714285714,13,16.5,5185
"Urban","Volvo","S60 Inscription",1,2018,34.50187,321,23.83455,34.2558,NA
"Urban","Buick","Terraza",1,2007,34.36908,467.736842105263,16,23,4470
"Urban","Kia","Amanti",1,2004,34.36908,493.722222222222,15,23,4021
"Urban","Mitsubishi","Lancer Sportback",1,2010,34.36908,403.954545454545,20,27,NA
"Urban","smart","fortwo",1,2011,34.36908,123.430555555556,33.0269,39.0821,1808
"Urban","Toyota","Scion iA",1,2016,34.36908,253.5,31.56055,40.3571,2385
"Urban","Volkswagen","Golf R",1,2016,34.36908,350.5,22.16925,30.09355,3258.5
"Urban","Land Rover","Range Rover Evoque",1,2017,0,372,20.8906,29.2741,3500
"Urban","Suzuki","XL-7",1,2004,0,NA,NA,NA,NA
"Suburban","Toyota","Camry",158,2010,34141.57912,341.807692307692,22,32,3461
"Suburban","Honda","CR-V",149,2013,32611.95259,351.5,22.4245,29.737,3417
"Suburban","Honda","Accord",114,2009,29096.49792,370.291666666667,21,30,3328
"Suburban","Ford","Escape",102,2013,27520.45536,362,21.5725,29.551025,3618.5
"Suburban","Toyota","Corolla",107,2010,26729.26843,330.964137931034,24,32,2723
"Suburban","Ford","F-150",87,2009,24519.59354,555.4375,14,19,5236.5
"Suburban","Honda","Odyssey",75,2011,23498.85026,413.572510822511,18.4473,27.19545,4447.5
"Suburban","Toyota","RAV4",88,2012,23255.41569,387.123106060606,20.232175,26.862275,3544.5
"Suburban","Chevrolet","Equinox",82,2016,20372.13673,364,21.3337,29.8192,3884
"Suburban","Ford","Focus",60,2011,19633.13416,311.920566502463,25.031,33.56455,2632.5
"Suburban","Honda","Civic",84,2011,19330.88163,306.448275862069,25,33.5269,2754
"Suburban","Toyota","Prius",67,2011,18485.58143,185.145833333333,49.3956,45.865,3042
"Suburban","Toyota","Sienna",66,2011,17791.57303,463.74623015873,17.236,22.839575,4460
"Suburban","Chevrolet","Silverado",83,2010,15924.2104,493.722222222222,15,22,5719
"Suburban","Ford","Fusion",68,2013,14647.09402,269.5,31.87595,35.436,3523
"Suburban","Subaru","Outback",82,2014,13921.96366,368,21.7375,28.0955,3429
"Suburban","Toyota","Highlander",67,2011,13804.50169,424.152272727273,18.74755,24.4353,4365
"Suburban","Hyundai","Sonata",62,2012,13710.96589,329.148148148148,23.5267,33.7116,3268.5
"Suburban","Chrysler","Town & Country",52,2010,13561.28438,467.736842105263,17,24,4507
"Suburban","Dodge","Grand Caravan",50,2009,13198.74716,467.736842105263,17,24,4321
"Suburban","Honda","Pilot",47,2011,12407.55192,480.729532163743,16.3252,22.38825,4504
"Suburban","Chevrolet","Impala",63,2010,11516.63726,403.954545454545,18,29,3602
"Suburban","Hyundai","Santa Fe",46,2014,11453.60568,438,17.8748,24.138575,4007
"Suburban","Nissan","Altima",41,2011,11034.14595,372.881118881119,21.53245,29.1098,3333
"Suburban","Nissan","Rogue",44,2015,10404.58338,343,23.7454,29.40355,3427.5
"Suburban","Chevrolet","Cruze",39,2014,9542.37168,309,25.6879,36.453,3102
"Suburban","Subaru","Forester",56,2014,9170.13396,359,23.0328,28.0955,3419
"Suburban","Mazda","CX-5",40,2016,8768.7873,324,24.967925,31.277825,3415
"Suburban","Mazda","Mazda3",38,2012,8644.12633,306.813095238095,25.7087,34.6349,2932.5
"Suburban","Jeep","Grand Cherokee",40,2012,8236.13801,530.101754385965,14.4239,21.1021,4875
"Suburban","Hyundai","Elantra",31,2013,8049.80437,284,28,38,2661
"Suburban","Ford","Explorer",43,2008,7923.27944,573.952083333333,13.25,19.5,4436
"Suburban","Chevrolet","Malibu",47,2012,7831.11031,341.807692307692,21.824,32.4136,3436
"Suburban","Kia","Sorento",33,2014,7711.07335,424.5,18.430125,24.6818,3833
"Suburban","Ford","Edge",55,2014,7455.23514,429,18.13225,25.469575,4257
"Suburban","Chevrolet","Traverse",26,2014,7029.59333,470.5,16.3669,23.31,4758.5
"Suburban","Toyota","Tacoma",26,2010,6921.47796,476.089285714286,17,21.5,3810
"Suburban","Chevrolet","Suburban",24,2007,6885.04473,575.274553571429,13.75,18.5,5745
"Suburban","Volkswagen","Jetta",33,2010,6832.22596,316.5,23.39165,31.63935,3223.5
"Suburban","Acura","MDX",23,2012,6630.10476,493.722222222222,15.9536,20.7059,4610
"Suburban","Ford","Mustang",26,2006,6274.59233,480.729532163743,16,23,3480
"Suburban","Lexus","RX",31,2011,5940.40375,433.770238095238,18.15755,24.34205,4431.5
"Suburban","Lexus","RX",31,2011,5940.40375,306.448275862069,31.1721,27.5468,4431.5
"Suburban","Subaru","Impreza",20,2014,5773.00977,374.75,21.550975,28.587425,NA
"Suburban","Ford","Taurus",27,2007,5764.87109,444.35,18,25,3314
"Suburban","Saturn","VUE",9,2006,5591.88748,433.770238095238,18.5,25,3388
"Suburban","Volkswagen","Tiguan",17,2015,5582.95614,393,20.5204,25.5684,3316
"Suburban","Mazda","Mazda6",19,2010,5561.41274,386.391304347826,20,29,3402.5
"Suburban","Nissan","Sentra",16,2008,5434.48611,335.47792022792,24,30.5,2967
"Suburban","GMC","Acadia",23,2014,5418.43479,474.5,16.21635,23.1108,4711
"Suburban","Volkswagen","Passat",19,2008,5262.80803,403.954545454545,19,28,3468
"Suburban","GMC","Sierra",20,2010,5234.63938,516.411662581699,14.75,20.75,5556
"Suburban","Chevrolet","Tahoe",24,2009,5206.78969,522.764705882353,15,20,5525.5
"Suburban","Kia","Soul",25,2014,5056.67369,338,23.5971,29.5912,2879
"Suburban","Kia","Optima",15,2012,5001.76372,329.148148148148,23.5267,33.65,3304
"Suburban","Jeep","Cherokee",27,2013,4894.10016,NA,NA,NA,NA
"Suburban","Pontiac","Vibe",17,2007,4536.12306,317.798212005109,25.5,32,2700
"Suburban","Mazda","CX-9",11,2012,4270.40087,NA,NA,NA,NA
"Suburban","Nissan","Pathfinder",13,2013,4264.48657,411,19.5075,25.1266,4185
"Suburban","Chevrolet","Sonic",11,2014,4254.03759,300,26.4099,34.8856,2745
"Suburban","Ford","Ranger",24,2004,4233.7014,533.837152777778,15.25,19.5,3694
"Suburban","Chrysler","Pacifica",12,2017,4124.90197,408.5,18.4977,27.9985,4943
"Suburban","Kia","Sedona",10,2014,4071.33744,NA,NA,NA,NA
"Suburban","Chevrolet","Cobalt",17,2008,4049.86514,341.807692307692,22,31,3103.5
"Suburban","Pontiac","Grand Prix",14,2003,3790.25283,444.35,17,26,3496
"Suburban","Acura","TSX",9,2008,3740.53403,395.172924901186,19.5,28,3306.5
"Suburban","Chevrolet","TrailBlazer",15,2006,3724.76803,573.952083333333,14,19,4683.5
"Suburban","Ram","1500",19,2016,3719.73901,482,15.97225,23.05305,5191.5
"Suburban","Audi","Q5",10,2014,3706.62159,395,19.6583,27.2277,4392.5
"Suburban","Subaru","Legacy",26,2014,3665.07437,372,21.1067,28.5101,3388
"Suburban","Audi","A6",9,2006,3638.59007,423.190476190476,18,27,3975
"Suburban","Cadillac","Deville",9,2003,3558.74517,NA,NA,NA,3978
"Suburban","Jeep","Liberty",11,2005,3557.85953,513.264005602241,16.5,20.5,3750
"Suburban","Toyota","Sequoia",5,2009,3529.21223,NA,NA,NA,NA
"Suburban","Kia","Forte",14,2014,3521.10989,316,24.2273,34.75705,2912
"Suburban","Acura","RDX",11,2015,3503.64784,394,19.6944,27.25865,3785
"Suburban","Toyota","4Runner",12,2012,3482.21085,467.736842105263,16.9653,22.0465,4537.5
"Suburban","Nissan","Murano",16,2011,3335.16737,444.35,17.9488,23.3483,4025
"Suburban","Buick","Century",12,2000,3298.92726,423.190476190476,18,27,3368
"Suburban","Honda","Other",6,2012,3237.34866,NA,NA,NA,NA
"Suburban","Toyota","Tundra",13,2012,3188.29519,573.952083333333,13.5984,18.0956,5370
"Suburban","BMW","3 Series",19,2012,3180.12891,423.190476190476,17.99075,26.4301,3599
"Suburban","Chevrolet","Cavalier",7,2001,3175.38985,386.391304347826,20,29,2676
"Suburban","Volvo","S60",12,2011,3127.30389,NA,NA,NA,NA
"Suburban","Lexus","ES",13,2010,3048.82303,403.954545454545,19,27,3580
"Suburban","Honda","Accord Hybrid",5,2017,3014.00993,183,48.5927,46.6108,NA
"Suburban","Chrysler","200",11,2014,2937.05631,380,19.6583,29.0835,3389
"Suburban","GMC","Yukon",11,2009,2897.26273,NA,NA,NA,NA
"Suburban","Buick","Enclave",17,2013,2879.4188,NA,NA,NA,NA
"Suburban","Dodge","Ram Pickup",9,2002,2853.0675,634.785714285714,12.5,16.5,5000
"Suburban","Subaru","Crosstrek",16,2017,2835.27315,329.5,24.35855,31.40985,3158.5
"Suburban","Dodge","Other",14,2015,2766.40141,NA,NA,NA,NA
"Suburban","Dodge","Durango",13,2010,2756.1597,NA,NA,NA,NA
"Suburban","Volkswagen","Touareg",3,2012,2739.9121,NA,NA,NA,NA
"Suburban","Dodge","Journey",8,2013,2711.66713,450.5,17.036625,24.626275,4153
"Suburban","Subaru","XV Crosstrek",10,2014,2689.00658,313.75,26.38985,31.40425,3164
"Suburban","Dodge","Caravan",11,2004,2658.32419,NA,NA,NA,NA
"Suburban","Mitsubishi","Outlander",13,2015,2619.48882,343.5,23.425725,28.602775,3389.5
"Suburban","Chevrolet","Colorado",4,2010,2616.85321,474.882821637427,16.5,22,3685
"Suburban","Mercury","Grand Marquis",6,2003,2544.99142,NA,NA,NA,NA
"Suburban","Buick","LaCrosse",14,2011,2533.23137,415.370652173913,17.94675,27.95515,4045
"Suburban","GMC","Canyon",7,2014,2521.84654,NA,NA,NA,NA
"Suburban","Hyundai","Tucson",13,2015,2454.66795,381,21.0019,26.5769,3373
"Suburban","Honda","Ridgeline",10,2014,2425.07185,505,15.5008,20.7732,4513
"Suburban","Ford","Crown Victoria",5,2003,2410.87597,493.722222222222,16,23,3946
"Suburban","Mitsubishi","Outlander Sport",6,2015,2402.71842,343.5,23.425725,28.602775,3131
"Suburban","GMC","Envoy",6,2005,2391.88574,NA,NA,NA,NA
"Suburban","Jeep","Compass",10,2013,2366.6374,NA,NA,NA,NA
"Suburban","Tesla","Model 3",9,2018,2310.12928,0,NA,NA,3810.5
"Suburban","Jeep","Patriot",10,2013,2245.7205,377.5,21.6063,26.5792,3236
"Suburban","MINI","Cooper",8,2009,2194.3315,292.083512931034,26.5,35.5,2745
"Suburban","Pontiac","G6",9,2007,2173.83328,423.190476190476,18,26,3472
"Suburban","Honda","Fit",17,2012,2109.23844,296.233333333333,27,33,2540
"Suburban","Pontiac","Firebird",5,1994,2085.11561,NA,NA,NA,NA
"Suburban","Infiniti","G37x",4,2012,2076.71433,444.35,17.767,25.0032,NA
"Suburban","Toyota","Prius v",5,2014,2062.05493,217,42.5946,38.7724,3274
"Suburban","Jeep","Renegade",7,2016,2033.135,349.5,22.6312,30.147225,3267.5
"Suburban","Dodge","Caliber",5,2009,2029.03753,370.291666666667,23,27,3097.5
"Suburban","Audi","A4",17,2012,2021.51444,355.48,21.9858,29.8925,3660
"Suburban","Ford","Flex",4,2015,2016.56732,453.75,17.1738,23.703575,4538
"Suburban","Chrysler","PT Cruiser",7,2004,2001.24681,NA,NA,NA,NA
"Suburban","Acura","TL",11,2006,1998.01643,423.190476190476,18,26,3531.5
"Suburban","Chevrolet","Corvette",15,2001,1988.35707,456.043421052632,16.5,25,3246
"Suburban","Pontiac","Other",3,1999,1985.61557,NA,NA,NA,NA
"Suburban","Pontiac","Grand Am",5,2003,1983.42994,NA,NA,NA,NA
"Suburban","Lexus","GX",5,2009,1959.61697,NA,NA,NA,NA
"Suburban","Mazda","MX-5 Miata",8,2000,1930.75915,386.391304347826,21,26,2332
"Suburban","Chevrolet","Trax",8,2017,1914.30942,313,25.4114,32.7237,3208
"Suburban","Mazda","CX-3",2,2016,1910.40255,299,27.59975,33.27075,2809
"Suburban","Acura","TLX",6,2017,1887.60335,348.75,21.9291,32.70025,3596
"Suburban","Toyota","Avalon",19,2008,1874.6741,403.954545454545,19,28,3490
"Suburban","Toyota","Scion xD",4,2010,1871.26746,NA,NA,NA,NA
"Suburban","Kia","Sportage",16,2015,1857.74425,NA,NA,NA,NA
"Suburban","Nissan","LEAF",6,2015,1853.69917,0,NA,NA,3256
"Suburban","Jeep","Wrangler Unlimited",4,2014,1852.78711,503,15.8405,20.40205,4397
"Suburban","Jeep","Wrangler",10,2011,1833.05128,NA,NA,NA,NA
"Suburban","Lexus","IS",5,2012,1828.7636,NA,NA,NA,NA
"Suburban","Chevrolet","Malibu Maxx",3,2004,1800.67501,403.954545454545,19,28,NA
"Suburban","Lexus","NX",5,2016,1794.05302,360,22.3219,27.975,3995
"Suburban","Chevrolet","HHR",7,2008,1786.1243,370.291666666667,21,29,3067
"Suburban","Chevrolet","C1500",5,1995,1779.34443,NA,NA,NA,NA
"Suburban","Chrysler","300C",3,2013,1741.39607,NA,NA,NA,4270
"Suburban","Dodge","Stratus",4,2004,1737.33254,423.190476190476,18,26,3121
"Suburban","Nissan","Frontier",6,2008,1724.63091,517.175938467492,15.5,20,4157.5
"Suburban","Saturn","S Series",5,1999,1720.76209,329.148148148148,23,33.5,2418
"Suburban","Buick","LeSabre",14,2000,1714.68134,444.35,17,27,3579
"Suburban","Mazda","B-Series",2,1997,1667.54711,NA,NA,NA,NA
"Suburban","Dodge","Dart",4,2014,1657.39947,327,23.6998,34.2642,3186
"Suburban","Saturn","Ion",11,2006,1624.92589,370.291666666667,21,29,2812
"Suburban","Chrysler","300",7,2009,1611.64076,NA,NA,NA,NA
"Suburban","Chevrolet","Other",5,2004,1600.45893,NA,NA,NA,NA
"Suburban","Toyota","Prius c",4,2014,1556.93663,178,52.5854,46.3205,2500
"Suburban","Hyundai","Accent",7,2012,1549.03634,282.198084677419,28,37,2413
"Suburban","Mazda","Mazda5",7,2011,1535.90861,NA,NA,NA,NA
"Suburban","Mercedes-Benz","CLA",2,2014,1501.37795,NA,NA,NA,3379
"Suburban","Honda","HR-V",11,2017,1497.85835,301.5,27.36275,32.50945,3062
"Suburban","Toyota","Scion xB",5,2009,1465.98232,NA,NA,NA,NA
"Suburban","Mitsubishi","Eclipse",2,2006,1455.97792,NA,NA,NA,NA
"Suburban","BMW","X3",8,2016,1455.35565,NA,NA,NA,NA
"Suburban","Lincoln","MKC",8,2016,1454.47363,NA,NA,NA,NA
"Suburban","Cadillac","SRX",4,2012,1429.61462,NA,NA,NA,NA
"Suburban","Toyota","Matrix",7,2008,1422.35112,317.798212005109,25.5,32,2679
"Suburban","Volkswagen","GTI",9,2015,1421.26958,315,24.77645,33.45375,3020
"Suburban","Ford","F-250",9,2002,1415.21666,NA,NA,NA,5846
"Suburban","Chevrolet","Camaro",9,2003,1367.94486,NA,NA,NA,NA
"Suburban","Chevrolet","Blazer",8,1997,1340.31684,539.101102941176,15,20,3783
"Suburban","Volkswagen","Eos",2,2009,1319.08265,NA,NA,NA,NA
"Suburban","Volvo","S80",3,2008,1293.52586,480.729532163743,15.5,23.5,4016
"Suburban","Chrysler","Sebring",4,2008,1293.2917,403.954545454545,19,27,3353
"Suburban","Cadillac","DTS",3,2007,1280.94554,493.722222222222,15,22.5,4009
"Suburban","Buick","Lucerne",5,2008,1260.63368,493.722222222222,15,23,3792
"Suburban","Ford","Econoline",6,2000,1244.48739,592.466666666667,12,16.5,5378
"Suburban","Lexus","SC",3,2000,1243.74602,NA,NA,NA,NA
"Suburban","Chevrolet","Venture",4,2003,1239.01595,469.036111111111,16.5,23,3768.5
"Suburban","Cadillac","XT5",4,2018,1222.70002,405,19.3338,26.2106,4113
"Suburban","Lexus","GS",4,2011,1219.52671,NA,NA,NA,NA
"Suburban","Audi","SQ5",2,2016,1209.74215,NA,NA,NA,NA
"Suburban","GMC","Terrain",14,2015,1192.20998,389,20.2177,28.5059,4027
"Suburban","Toyota","Camry Solara",5,2004,1191.57748,NA,NA,NA,NA
"Suburban","Subaru","WRX",3,2017,1184.51818,NA,NA,NA,NA
"Suburban","Chevrolet","Volt",11,2014,1182.98336,81,34.9,39.7,3781
"Suburban","Toyota","Celica",2,2001,1180.37363,NA,NA,NA,NA
"Suburban","Kia","Spectra",4,2006,1172.57292,355.48,22,30.5,2701
"Suburban","Chevrolet","Avalanche",5,2007,1168.91073,575.274553571429,13.75,18.5,5601.5
"Suburban","Nissan","Versa",4,2010,1165.02888,NA,NA,NA,NA
"Suburban","Ford","Expedition",6,2009,1164.95011,NA,NA,NA,NA
